id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason,edible,water,energy_kcal,energy_kj,protein,fat,cho,dietary_fiber,cholesterol,ash,vitamin_a,carotene,retinol,thiamin,riboflavin,niacin,vitamin_c,vitamin_e,ca,p,k,na,mg,fe,zn,se,cu,mn,nutrition_source,nutrition_match,quality,category_source,tcm_user,tcm_not_user,effects_json,suitable_groups_json,unsuitable_groups_json,aliases_json,parent_core_ids_json,child_core_ids_json
223,柚子,core_raw,223,水果,柑橘,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,一般人群均可食用，患胃病、消化不良者，慢性支气管炎、咳嗽、痰多气喘者，心脑肾病患者尤其适合。,高血压患者、气虚体弱者不宜多食，脾虚便溏者和糖尿病患者忌食。,[],"[""儿童""]","[""体质虚弱者"",""糖尿病患者"",""腹泻便溏者"",""高血压患者""]","[""柚子""]",[],[]
224,水蜜桃,core_raw,224,水果,核果,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""孕妇""]",[],"[""水蜜桃""]",[],[]
225,猪排,core_raw,225,畜肉,猪,1,1,verified,5,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人"",""青少年""]",[],"[""猪排""]","[""4""]",[]
226,乌鸡,core_raw,226,禽肉,鸡,1,1,verified,5,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,"[""益精髓"",""补元气"",""补气血""]","[""产妇"",""孕妇"",""老人""]",[],"[""乌鸡""]","[""24""]",[]
227,扁豆,core_raw,227,蔬菜,鲜豆,1,1,verified,17,核心原生食材,91,88.3,41,172,2.7,0.2,8.2,2.1,0,0.6,13,150,0,0.04,0.07,0.90,13.0,0.24,38,54,178,3.8,34,1.9,0.72,0.94,0.12,0.34,扁豆［月亮菜］,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿""]",[],"[""扁豆""]",[],[]
228,沙姜,core_raw,228,蔬菜,根茎,1,1,verified,16,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""整块沙姜"",""沙姜""]",[],[]
229,百合,core_raw,229,蔬菜,其他蔬菜,1,1,verified,26,核心原生食材,82,56.7,166,692,3.2,0.1,38.8,1.7,0,1.2,—,—,0,0.02,0.04,0.70,18.0,—,11,61,510,6.7,43,1.0,0.50,0.20,0.24,0.35,百合（鲜）,alias,core,v2_strict_rule,,,"[""养阴清肺"",""宁心安神"",""气血双补"",""润痰止咳"",""润肺止咳"",""润肺燥"",""清心安神"",""清热滋阴"",""清痰火"",""益肺气"",""肾调养补阳壮腰健肾益智补脑""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""百合"",""鲜百合""]",[],[]
230,紫苏叶,core_raw,230,蔬菜,其他蔬菜,1,1,verified,7,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""紫苏叶""]",[],[]
231,蒜叶,core_raw,231,蔬菜,葱蒜,1,1,verified,23,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""些许大蒜叶"",""蒜叶""]",[],[]
232,青萝卜,core_raw,232,蔬菜,根茎,1,1,verified,9,核心原生食材,95,91.0,29,121,1.2,0.2,6.9,—,0,0.7,7,88,0,0.01,0.02,0.62,7.0,Tr,47,31,248,56.0,15,0.3,0.16,0.10,0.02,0.06,青萝卜,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人""]",[],"[""青萝卜""]",[],[]
233,荔枝,core_raw,233,水果,热带水果,1,1,verified,1,核心原生食材,73,81.9,71,296,0.9,0.2,16.6,0.5,0,0.4,1,10,0,0.10,0.04,1.10,41.0,—,2,24,151,1.7,12,0.4,0.17,0.14,0.16,0.09,荔枝,exact,core,v2_strict_rule,一般人群均可食用，尤其适合产妇、老人、体质虚弱者、病后调养者食用；贫血、胃寒和口臭者也很适合。,阴虚火旺、有上火症状的人不要吃，以免加重上火症状，阴虚所致的咽喉干疼、牙龈肿痛、鼻出血等症者忌用。,[],"[""孕妇"",""老人""]","[""阴虚火旺者"",""口腔疾病患者""]","[""荔枝""]",[],[]
234,大虾,core_raw,234,水产,虾,1,1,verified,24,核心原生食材,65,76.4,90,380,18.5,0.4,3.0,0.0,136,1.7,45,400,12,0.03,0.06,3.10,Tr,3.52,36,241,386,208.8,47,2.9,1.55,9.11,0.62,0.12,长毛对虾［大虾、白露虾］,exact,core,v2_strict_rule,,,"[""温补肾阳""]","[""产妇"",""儿童"",""婴儿"",""孕妇"",""幼儿"",""老人""]",[],"[""/大虾"",""大虾""]","[""590""]",[]
235,带鱼,core_raw,235,水产,鱼,1,1,verified,17,核心原生食材,76,73.3,127,535,17.7,4.9,3.1,0.0,76,1.0,29,0,29,0.02,0.06,2.80,Tr,0.82,28,191,280,150.1,43,1.2,0.70,36.57,0.08,0.17,带鱼［白带鱼、刀鱼］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""哺乳期"",""孕妇"",""老人""]",[],"[""几条带鱼"",""带鱼"",""带鱼段""]",[],[]
236,鸡腿菇,core_raw,236,菌菇藻类,菌菇,1,1,verified,15,核心原生食材,100,10.8,294,1239,26.7,2.0,51.8,—,0,8.7,—,—,0,0.14,1.79,24.99,—,5.01,9,764,4053,68.2,119,6.5,3.95,15.39,1.40,0.72,鸡腿菇（干）［毛头鬼伞］,exact,core,v2_strict_rule,,,[],"[""产妇"",""孕妇"",""老人""]",[],"[""鸡腿菇""]",[],[]
237,瓜子仁,core_raw,237,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""儿童"",""老人""]",[],"[""瓜子仁""]",[],[]
238,甘蓝,core_raw,238,蔬菜,其他蔬菜,1,1,verified,6,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""老人""]",[],"[""甘蓝""]",[],[]
239,青尖椒,core_raw,239,蔬菜,瓜果,1,1,verified,22,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""老人""]",[],"[""几个青尖椒"",""青尖椒""]",[],[]
240,哈密瓜,core_raw,240,水果,瓜果,1,1,verified,2,核心原生食材,71,91.0,34,143,0.5,0.1,7.9,0.2,0,0.5,77,920,0,—,0.01,—,12.0,—,4,19,190,26.7,19,Tr,0.13,1.10,0.01,0.01,哈密瓜,exact,core,v2_strict_rule,一般人群均可食用。,患有脚气病、黄疸、腹胀、便溏、寒性咳喘以及产后、病后的人不宜多食；糖尿病人慎食。,[],"[""儿童"",""孕妇""]","[""产妇"",""体质虚弱者"",""糖尿病患者"",""腹泻便溏者"",""哮喘或支气管疾病患者""]","[""/哈密瓜"",""哈密瓜""]",[],[]
241,鸡翅中,core_raw,241,禽肉,鸡,1,1,verified,19,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人""]",[],"[""个鸡翅中"",""鸡翅中""]","[""71""]",[]
242,鸭肉,core_raw,242,禽肉,鸭,1,1,verified,11,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,一般人群均可食用。适用于体内有热、上火的人食用；发低热、体质虚弱、食欲不振、大便干燥和水肿的人，食之更佳。同时适宜营养不良，产后病后体虚、盗汗、遗精、妇女月经少、咽干口渴者食用；还适宜癌症患者及放疗化疗后，糖尿病，肝硬化腹水，肺结核，慢性肾炎浮肿者食用。,对于素体虚寒，受凉引起的不思饮食，胃部冷痛．腹泻清稀，腰痛及寒性痛经以及肥胖、动脉硬化、慢性肠炎应少食；感冒患者不宜食用。,[],"[""产妇"",""孕妇"",""老人""]","[""腹泻便溏者"",""感冒发热者"",""胃肠炎患者"",""肥胖人群"",""动脉硬化患者"",""虚寒体质者"",""经期女性""]","[""/鸭肉"",""鸭肉""]",[],"[""307""]"
243,鸭蛋,core_raw,243,蛋类,鸭蛋,1,1,verified,15,核心原生食材,87,70.3,180,748,12.6,13.0,3.1,0.0,565,1.0,261,—,261,0.17,0.35,0.20,Tr,4.98,62,226,135,106.0,13,2.9,1.67,15.68,0.11,0.04,鸭蛋,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""鸭蛋""]",[],[]
244,生蚝,core_raw,244,水产,贝,1,1,verified,14,核心原生食材,100,87.1,57,241,10.9,1.5,0.0,0.0,94,0.5,—,—,Tr,0.04,0.13,1.50,Tr,0.13,35,100,375,270.0,10,5.0,71.20,41.40,11.50,0.30,生蚝,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人""]",[],"[""数只生蚝"",""生蚝""]",[],[]
245,黄花鱼,core_raw,245,水产,鱼,1,1,verified,19,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇""]",[],"[""黄花鱼""]",[],[]
246,花菇,core_raw,246,菌菇藻类,菌菇,1,1,verified,13,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,1.一般人都可食用。2.尤其适合小便不禁、高血压、高血脂、胆结石、贫血、小儿佝偻病、头晕、感冒、麻疹、粘膜溃疡、皮肤炎症、牙床坏血患者食用。,一般人群均可食用。,[],"[""产妇"",""儿童"",""孕妇"",""小孩""]",[],"[""花菇""]",[],[]
247,生燕麦,core_raw,247,谷物/坚果,小麦,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""生燕麦片""]",[],[]
248,白米,core_raw,248,谷物/坚果,杂粮,1,1,verified,2,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""婴儿""]",[],"[""白米""]",[],[]
249,牛仔骨,core_raw,249,畜肉,牛,1,1,verified,2,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""儿童""]",[],"[""牛仔骨""]","[""8""]",[]
250,羊腿肉,core_raw,250,畜肉,羊,1,1,verified,10,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""孕妇"",""老人""]",[],"[""羊腿"",""羊腿肉""]","[""58""]",[]
251,螺丝椒,core_raw,251,水产,贝,1,1,verified,9,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""螺丝椒""]",[],[]
252,干木耳,core_raw,252,菌菇藻类,菌菇,1,1,verified,16,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""干木耳""]",[],[]
253,南瓜子,core_raw,253,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南瓜子（熟）［白瓜子］,excluded_processed_source,common,v2_strict_rule,,,[],"[""儿童""]",[],"[""南瓜子""]",[],[]
254,丝瓜,core_raw,254,蔬菜,瓜果,1,1,verified,85,核心原生食材,83,94.1,20,82,1.3,0.2,4.0,—,0,0.4,13,155,0,0.02,0.04,0.32,4.0,0.08,37,33,121,3.7,19,0.3,0.22,0.20,0.05,0.07,丝瓜,alias,core,v2_strict_rule,,,"[""咳嗽调理"",""通乳调理""]","[""产妇"",""哺乳期"",""婴儿"",""孕妇"",""老人""]",[],"[""丝瓜"",""少量丝瓜""]",[],[]
255,樱桃萝卜,core_raw,255,蔬菜,根茎,1,1,verified,1,核心原生食材,95,94.4,19,79,0.8,Tr,4.3,0.8,0,0.5,Tr,Tr,0,0.01,—,Tr,4.0,1.11,9,43,63,20.1,11,2.9,0.32,1.45,Tr,0.05,红旦旦萝卜［樱桃萝卜，小水萝卜］,exact,core,v2_strict_rule,,,[],"[""孕妇""]",[],"[""樱桃萝卜""]",[],[]
256,芥菜,core_raw,256,蔬菜,叶菜,1,1,verified,11,核心原生食材,71,94.6,16,69,1.8,0.4,2.0,1.2,0,1.2,142,1700,0,0.02,0.11,0.50,72.0,0.64,28,36,224,29.0,18,1.0,0.41,0.53,0.10,0.70,芥菜（大叶，鲜）［盖菜］,exact,core,v2_strict_rule,一般人群均可食用。是眼科患者的食疗佳品。,芥菜类蔬菜常被制成腌制品食用，因腌制后含有大量的盐分，故高血压、血管硬化的病人应注意少食以限制盐的摄入。另外内热偏盛及内患有热性咳嗽患者、疮疡、痔疮、便血及眼疾的人不宜食雪里蕻。,[],"[""产妇"",""老人""]","[""阴虚火旺者"",""高血压患者"",""痔疮患者"",""眼疾患者"",""咳嗽患者"",""皮肤病患者"",""动脉硬化患者""]","[""芥菜""]",[],[]
257,茼蒿,core_raw,257,蔬菜,叶菜,1,1,verified,21,核心原生食材,82,93.0,24,98,1.9,0.3,3.9,1.2,0,0.9,126,1510,0,0.04,0.09,0.60,18.0,0.92,73,36,220,161.3,20,2.5,0.35,0.60,0.06,0.28,茼蒿（鲜）［蓬蒿菜，艾菜］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""茼蒿""]",[],[]
258,蒜薹,core_raw,258,蔬菜,葱蒜,1,1,verified,18,核心原生食材,90,81.8,66,274,2.0,0.1,15.4,2.5,0,0.7,40,480,0,0.04,0.07,0.20,1.0,1.04,19,52,161,3.8,28,4.2,1.04,2.17,0.03,0.32,蒜薹（圆）,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人""]",[],"[""蒜薹""]",[],[]
259,椰枣,core_raw,259,水果,核果,1,1,verified,2,核心原生食材,100,13.4,333,1393,1.3,0.2,84.4,5.8,0,0.7,3,30,0,0.01,0.10,0.40,55.0,0.30,59,22,284,25.1,19,3.5,0.25,1.00,0.07,0.20,蜜枣［椰枣］,exact,core,v2_strict_rule,,,[],[],[],"[""椰枣""]",[],[]
260,猪肋排,core_raw,260,畜肉,猪,1,1,verified,3,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,"[""月经不调及健脾开胃调理"",""贫血""]","[""产妇"",""儿童"",""孕妇"",""老人"",""青少年""]",[],"[""猪肋排""]","[""4"",""32""]",[]
261,鱿鱼须,core_raw,261,水产,鱼,1,1,verified,9,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇""]",[],"[""鱿鱼须"",""鲜鱿鱼须""]",[],[]
262,黑虎虾,core_raw,262,水产,虾,1,1,verified,3,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""黑虎虾""]","[""590""]",[]
263,花生仁,core_raw,263,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材,100,6.9,574,2400,24.8,44.3,21.7,5.5,0,2.3,3,30,0,0.72,0.13,17.90,2.0,18.09,39,324,587,3.6,178,2.1,2.50,3.94,0.95,1.25,花生仁（生）,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""老人""]",[],"[""一小碗花生仁""]",[],[]
264,空心菜,core_raw,264,蔬菜,叶菜,1,1,verified,30,核心原生食材,100,92.3,19,77,2.2,0.2,4.0,—,0,1.3,143,1714,0,0.03,0.05,0.22,5.0,0.10,115,37,304,107.6,46,1.0,0.27,—,0.05,0.52,蕹菜［空心菜、藤藤菜］,alias,core,v2_strict_rule,,,[],"[""产妇"",""老人""]",[],"[""空心菜""]",[],[]
265,苦瓜,core_raw,265,蔬菜,瓜果,1,1,verified,85,核心原生食材,81,93.4,22,91,1.0,0.1,4.9,1.4,0,0.6,8,100,0,0.03,0.03,0.40,56.0,0.85,14,35,256,2.5,18,0.7,0.36,0.36,0.06,0.16,苦瓜（鲜）［凉瓜，癞瓜］,alias,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""老人"",""长期在荧光屏前工作的人"",""青少年""]",[],"[""苦瓜""]",[],[]
266,荠菜,core_raw,266,蔬菜,叶菜,1,1,verified,6,核心原生食材,65,95.6,13,54,0.7,0.2,2.7,1.2,0,0.8,48,290,0,0.02,0.02,1.80,5.0,0.27,89,26,262,109.4,9,1.1,0.42,1.50,0.05,0.19,荠菜（鲜）［野荠］,exact,core,v2_strict_rule,1.一般人群均可食用。2.特别适合痢疾、水肿、淋病、乳糜尿、吐血、便血、血崩、月经过多、目赤肿痛等患者。3.对于干眼病、夜盲症胃痉挛、胃溃疡、痢疾、肠炎等症有特殊功效，另外有助于防治高血压、冠心病、肥胖症、糖尿病、肠癌及痔疮。,荠菜可宽肠通便，故便溏者慎食。,[],"[""产妇"",""婴儿"",""孕妇"",""小孩"",""老人""]","[""腹泻便溏者""]","[""荠菜""]",[],[]
267,桃子,core_raw,267,水果,核果,1,1,verified,2,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""婴儿""]",[],"[""桃子""]",[],[]
268,鸡脚,core_raw,268,禽肉,鸡,1,1,verified,2,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""老人""]",[],"[""鸡脚""]",[],[]
269,冬菇,core_raw,269,菌菇藻类,菌菇,1,1,verified,10,核心原生食材,100,91.7,26,107,2.2,0.3,5.2,3.3,0,0.6,—,—,0,Tr,0.08,2.00,1.0,—,2,53,20,1.4,11,0.3,0.66,2.58,0.12,0.25,香菇（鲜）［香蕈，冬菇］,exact,core,v2_strict_rule,,,"[""解渴"",""解热除烦""]","[""婴儿"",""孕妇""]",[],"[""冬菇""]",[],[]
270,香芋,core_raw,270,薯芋,芋类,1,1,verified,2,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""老人""]",[],"[""香芋""]",[],[]
271,赤小豆,core_raw,271,豆类,杂豆,1,1,verified,3,核心原生食材,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2.00,—,14.36,74,305,860,2.2,138,7.4,2.20,3.80,0.64,1.33,赤小豆（干）［小豆，红小豆］,exact,core,v2_strict_rule,,,"[""下气消肿"",""调理气血""]","[""产妇"",""老人"",""青少年""]",[],"[""赤小豆""]",[],[]
272,三色藜麦,core_raw,272,谷物/坚果,杂粮,1,1,verified,4,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""婴儿"",""老人""]",[],"[""三色藜麦""]",[],[]
273,燕麦米,core_raw,273,谷物/坚果,小麦,1,1,verified,3,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""燕麦米"",""麦米""]",[],[]
274,泰椒,core_raw,274,蔬菜,瓜果,1,1,verified,8,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""老人""]",[],"[""泰椒""]",[],[]
275,牛尾,core_raw,275,畜肉,牛,1,1,verified,8,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,"[""营养不良调理"",""补虚养身调理""]","[""产妇"",""婴儿"",""老人""]",[],"[""牛尾""]","[""8""]",[]
276,肥猪肉,core_raw,276,畜肉,猪,1,1,verified,5,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""肥猪肉""]",[],[]
277,梭子蟹,core_raw,277,水产,蟹,1,1,verified,22,核心原生食材,49,77.5,95,400,15.9,3.1,0.9,0.0,142,2.6,121,—,121,0.03,0.30,1.90,Tr,4.56,280,152,208,481.4,65,2.5,5.50,90.96,1.25,0.26,梭子蟹,exact,core,v2_strict_rule,,,[],"[""儿童""]",[],"[""梭子蟹""]","[""292""]",[]
278,泰国香米,core_raw,278,谷物/坚果,杂粮,1,1,verified,4,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""儿童""]",[],"[""泰国香米""]",[],[]
279,白果,core_raw,279,谷物/坚果,杂粮,1,1,verified,3,核心原生食材,67,9.9,355,1485,13.2,1.3,72.6,—,0,3.0,—,—,0,—,0.10,Tr,Tr,24.70,54,23,17,17.5,Tr,0.2,0.69,14.50,0.45,2.03,白果（干）［银杏］,exact,core,v2_strict_rule,,,"[""滋养发肤"",""补血"",""预防神经衰弱""]","[""儿童"",""哺乳期"",""老人""]",[],"[""白果""]",[],[]
280,黑麦,core_raw,280,谷物/坚果,杂粮,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""婴儿"",""小孩""]",[],"[""黑麦片""]",[],[]
281,小红椒,core_raw,281,蔬菜,瓜果,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""孕妇"",""老人""]",[],"[""少量小红椒""]",[],[]
282,竹笋,core_raw,282,蔬菜,根茎,1,1,verified,18,核心原生食材,63,92.8,23,96,2.6,0.2,3.6,1.8,0,0.8,—,—,0,0.08,0.08,0.60,5.0,0.05,9,64,389,0.4,1,0.5,0.33,0.04,0.09,1.14,竹笋（鲜）,exact,core,v2_strict_rule,,,"[""清热化痰"",""补气健脾""]","[""产妇"",""儿童"",""妇女"",""孕妇"",""小孩"",""老人"",""老幼"",""脾胃虚弱者尤为合适""]",[],"[""竹笋"",""鲜竹笋""]",[],[]
283,莴笋叶,core_raw,283,蔬菜,根茎,1,1,verified,4,核心原生食材,100,95.0,15,62,1.0,0.2,2.9,—,0,0.9,2,24,0,0.03,Tr,—,Tr,Tr,9,37,305,35.6,19,0.2,0.19,0.21,0.05,0.03,莴笋叶［莴苣菜］,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""哺乳期"",""婴儿"",""孕妇"",""老人""]",[],"[""莴笋叶""]",[],[]
284,蚕豆,core_raw,284,蔬菜,鲜豆,1,1,verified,20,核心原生食材,31,70.2,111,463,8.8,0.4,19.5,3.1,0,1.1,26,310,0,0.37,0.10,1.50,16.0,0.83,16,200,391,4.0,46,3.5,1.37,2.02,0.39,0.55,蚕豆（鲜）,exact,core,v2_strict_rule,,,[],"[""孕妇"",""老人""]",[],"[""碗蚕豆"",""蚕豆"",""蚕豆瓣""]",[],[]
285,黄椒,core_raw,285,蔬菜,瓜果,1,1,verified,4,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""幼儿"",""老人""]",[],"[""黄椒""]",[],[]
286,扁桃仁,core_raw,286,水果,核果,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"[""扁桃仁""]",[],[]
287,猪后腿肉,core_raw,287,畜肉,猪,1,1,verified,4,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人""]",[],"[""猪后腿肉""]","[""4""]",[]
288,猪皮,core_raw,288,畜肉,猪,1,1,verified,11,核心原生食材,100,46.9,363,1506,27.4,28.1,0.0,0.0,100,0.5,3,0,3,0.03,0.14,0.63,Tr,Tr,13,37,62,72.4,56,1.7,0.67,4.68,Tr,Tr,猪皮,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""孕妇"",""老人""]",[],"[""少量猪皮"",""猪皮""]",[],[]
289,猪脚,core_raw,289,畜肉,猪,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,"[""强筋壮骨。"",""补脑益智"",""补血通乳""]","[""产妇"",""孕妇"",""老人""]",[],"[""猪脚""]",[],[]
290,菲力牛排,core_raw,290,畜肉,牛,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,,,[],[],[],"["".菲力牛排""]",[],[]
291,小龙虾,core_raw,291,水产,虾,1,1,verified,1,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,一般人均可食用适宜肾虚阳痿、男性不育症、腰脚瘙弱无力之人食用；适宜小儿正在出麻疹、水痘之时服食；适宜中老年人缺钙所致的小腿抽筋者食用。,"宿疾者、正值上火之时不宜食虾；患过敏性鼻炎、支气管炎、反复发作性过敏性皮炎的老年人不宜吃虾。
虾为动风发物，患有皮肤疥癣者忌食。",[],"[""产妇"",""儿童"",""孕妇""]","[""皮肤病患者"",""哮喘或支气管疾病患者"",""过敏体质者""]","[""鲜活小龙虾""]",[],[]
292,螃蟹,core_raw,292,水产,蟹,1,1,verified,17,核心原生食材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,v2_strict_rule,一般人群均可食用适宜跌打损伤、筋断骨碎、瘀血肿痛、产妇胎盘残留、孕妇临产阵缩无力、胎儿迟迟不下者食用，尤以蟹爪为好。,平素脾胃虚寒、大便溏薄、腹痛隐隐、风寒感冒未愈、宿患风疾、顽固性皮肤瘙痒疾患之人忌食，月经过多、痛经、怀孕妇女忌食螃蟹，尤忌食蟹爪。,[],"[""产妇"",""儿童"",""婴儿"",""老人""]","[""孕妇"",""腹泻便溏者"",""感冒发热者"",""脾胃虚寒者"",""皮肤病患者"",""经期女性""]","[""螃蟹""]",[],"[""205"",""277"",""429"",""466""]"
293,黄鱼,core_raw,293,水产,鱼,1,1,verified,8,核心原生食材,66,77.7,97,407,17.7,2.5,0.8,0.0,86,1.3,10,0,10,0.03,0.10,1.90,Tr,1.13,53,174,260,120.3,39,0.7,0.58,42.57,0.04,0.02,黄鱼（大黄花鱼）,exact,core,v2_strict_rule,,,[],"[""产妇"",""孕妇"",""老人""]",[],"[""黄鱼""]",[],[]
294,草菇,core_raw,294,菌菇藻类,菌菇,1,1,verified,16,核心原生食材,100,92.3,27,112,2.7,0.2,4.3,1.6,0,0.5,—,—,0,0.08,0.34,8.00,—,0.40,17,33,179,73.0,21,1.3,0.60,0.02,0.40,0.09,草菇［大黑头细花草，稻菇］,exact,core,v2_strict_rule,一般人群均可食用，更是糖尿病患者的良好食品。,一般人群均可食用。,"[""开胃健脾"",""抗癌"",""抗衰老"",""补虚""]","[""孕妇"",""老人""]",[],"[""草菇""]",[],[]
295,红小豆,core_raw,295,豆类,杂豆,1,1,verified,3,核心原生食材,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2.00,—,14.36,74,305,860,2.2,138,7.4,2.20,3.80,0.64,1.33,赤小豆（干）［小豆，红小豆］,exact,core,v2_strict_rule,,,[],"[""产妇"",""儿童"",""婴儿"",""孕妇"",""幼儿"",""老人""]",[],"[""红小豆""]",[],[]
